0	0	0	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
-2.917	5.724	-0.441	
