0	0	0	0	0	0	0	0	
NaN	0.000535045	0.00326344	0.00661842	0.00882671	0.00828827	0.00510202	0.00190916	
NaN	0.000494706	0.00286894	0.00723357	0.00801972	0.00810594	0.00557716	0.00164511	
NaN	-2.61936e-05	0.0030546	0.00655058	0.00832161	0.00823546	0.00491093	0.00263543	
NaN	0.000950267	0.00314742	0.00658967	0.0094716	0.00858566	0.00510112	0.00246456	
NaN	0.00100332	0.00365983	0.0073743	0.00799224	0.00780625	0.00510106	0.00281875	
NaN	0.000753254	0.003938	0.0071045	0.0100507	0.00950674	0.00573534	0.0025157	
NaN	-0.000104991	0.00500661	0.00770014	0.00988995	0.00936214	0.0058078	0.0030876	
NaN	0.00096397	0.00364348	0.00641044	0.0102689	0.00792163	0.00555292	0.00194661	
NaN	-0.0016299	0.0026044	0.00661254	0.00825898	0.00798528	0.00448779	0.0022855	
NaN	-0.00125021	0.00183023	0.00490933	0.00849688	0.00632356	0.00506289	0.00173835	
NaN	0.00271063	0.00560818	0.00801365	0.00749787	0.00980781	0.00714227	0.00348771	
NaN	-0.00079168	0.00368196	0.00528822	0.0079657	0.00725626	0.00435561	0.00248755	
NaN	-0.00227673	0.0031353	0.0068026	0.00909346	0.0070002	0.0049399	0.000865449	
NaN	0.00109897	0.00262595	0.00767927	0.00766785	0.00728364	0.0054815	0.00271007	
NaN	-0.00107529	0.00250168	0.00477273	0.00757408	0.00683154	0.00527851	0.00230432	
NaN	-0.00169329	0.00398665	0.00721282	0.00623133	0.00836268	0.00526741	0.00353109	
NaN	-0.00049236	0.00126716	0.00503387	0.00889721	0.00657943	0.00454121	0.00218451	
NaN	-0.000260042	0.00588014	0.00800237	0.00907849	0.0097411	0.00601007	0.00468769	
NaN	0.00230145	0.00484958	0.00793419	0.00907044	0.00985576	0.00632277	0.00436343	
NaN	-0.000683363	0.00369372	0.00751127	0.00942474	0.00816069	0.00481544	0.00315818	
NaN	-0.000810421	0.00458713	0.0071105	0.00885727	0.00781412	0.0046478	0.00328197	
NaN	0.000336933	0.00326284	0.00654722	0.00686228	0.00693683	0.00539497	0.00322151	
NaN	0.00107012	0.00363397	0.00728225	0.00877218	0.00773263	0.00501814	0.00280228	
NaN	0.000315003	0.00453713	0.0081701	0.00640782	0.00885857	0.00556868	0.00185502	
NaN	0.00360885	0.00668486	0.0103038	0.0105275	0.0103055	0.0071941	0.00350304	
NaN	0.00184076	0.0045468	0.00778675	0.00900211	0.00767416	0.00528384	0.00289446	
NaN	0.00142292	0.00468853	0.00866299	0.00973225	0.00862077	0.00601005	0.00285955	
